# Program:featureCounts v2.0.1; Command:"/usr/local/anaconda/bin/featureCounts" "-a" "../../tarinf.gff" "../hyb.sorted.bam" "-o" "test.out" "-g" "ID" "-t" "gene" "-M" "-p" "-O" 
Geneid	Chr	Start	End	Strand	Length	../hyb.sorted.bam
gene-LtaPh_2818500	BLBS01000039.1	686076	694709	-	8634	2638
gene-LtaPh_2818600	BLBS01000039.1	696809	697339	-	531	230
gene-LtaPh_2818700	BLBS01000039.1	699391	700794	-	1404	522
gene-LtaPh_2818800	BLBS01000039.1	702171	705959	-	3789	1219
gene-LtaPh_2818900	BLBS01000039.1	707044	707721	-	678	282
gene-LtaPh_2819000	BLBS01000039.1	708342	711629	-	3288	967
gene-LtaPh_2819100	BLBS01000039.1	713714	714580	-	867	365
gene-LtaPh_2819200	BLBS01000039.1	715404	717410	-	2007	621
gene-LtaPh_2819300	BLBS01000039.1	719824	723621	-	3798	1147
gene-LtaPh_2819400	BLBS01000039.1	724770	726152	-	1383	490
gene-LtaPh_2819500	BLBS01000039.1	729917	731659	-	1743	539
gene-LtaPh_2819600	BLBS01000039.1	732662	734719	-	2058	636
gene-LtaPh_2819700	BLBS01000039.1	736478	736819	-	342	152
gene-LtaPh_2819800	BLBS01000039.1	743149	744603	-	1455	459
gene-LtaPh_2819900	BLBS01000039.1	746602	748632	-	2031	671
gene-LtaPh_2820000	BLBS01000039.1	752379	754439	-	2061	687
gene-LtaPh_2820100	BLBS01000039.1	758115	760673	-	2559	799
gene-LtaPh_2820200	BLBS01000039.1	764390	765388	-	999	318
gene-LtaPh_2820300	BLBS01000039.1	766522	770814	-	4293	1275
gene-LtaPh_2820400	BLBS01000039.1	774955	777213	-	2259	722
gene-LtaPh_2820500	BLBS01000039.1	779373	779702	-	330	156
gene-LtaPh_2820600	BLBS01000039.1	780639	781133	-	495	218
gene-LtaPh_2820700	BLBS01000039.1	790498	793140	-	2643	863
gene-LtaPh_2820800	BLBS01000039.1	795938	797617	-	1680	615
gene-LtaPh_2820900	BLBS01000039.1	798380	800113	-	1734	575
gene-LtaPh_2821000	BLBS01000039.1	801116	801637	-	522	270
gene-LtaPh_2821100	BLBS01000039.1	802801	803397	-	597	210
gene-LtaPh_2821200	BLBS01000039.1	804132	807140	-	3009	983
gene-LtaPh_2821300	BLBS01000039.1	807750	808163	-	414	207
gene-LtaPh_2821400	BLBS01000039.1	808983	810143	-	1161	380
gene-LtaPh_2821500	BLBS01000039.1	811931	813655	-	1725	522
gene-LtaPh_2821600	BLBS01000039.1	814041	815924	-	1884	576
gene-LtaPh_2821700	BLBS01000039.1	816186	816608	-	423	197
gene-LtaPh_2821800	BLBS01000039.1	816899	817948	-	1050	341
gene-LtaPh_2821900	BLBS01000039.1	825973	828279	+	2307	706
gene-LtaPh_2822000	BLBS01000039.1	829218	831542	+	2325	652
gene-LtaPh_2822100	BLBS01000039.1	833871	834143	+	273	140
gene-LtaPh_2822200	BLBS01000039.1	834566	836329	+	1764	548
gene-LtaPh_2822300	BLBS01000039.1	836811	839315	+	2505	774
gene-LtaPh_2822400	BLBS01000039.1	839791	840522	+	732	307
gene-LtaPh_2822500	BLBS01000039.1	841333	843288	+	1956	628
gene-LtaPh_2822600	BLBS01000039.1	844960	845952	+	993	382
gene-LtaPh_2822700	BLBS01000039.1	847490	850213	+	2724	906
gene-LtaPh_2822800	BLBS01000039.1	851380	854220	+	2841	874
gene-LtaPh_2825400	BLBS01000039.1	855500	855673	+	174	120
gene-LtaPh_2823000	BLBS01000039.1	862655	865156	+	2502	824
gene-LtaPh_2823100	BLBS01000039.1	866857	869718	+	2862	825
gene-LtaPh_2823200	BLBS01000039.1	870957	872063	+	1107	428
gene-LtaPh_2823300	BLBS01000039.1	875377	876042	+	666	317
gene-LtaPh_2823400	BLBS01000039.1	876954	877622	+	669	291
gene-LtaPh_2823500	BLBS01000039.1	880550	882844	+	2295	766
gene-LtaPh_2823600	BLBS01000039.1	883966	888411	+	4446	1223
gene-LtaPh_2823700	BLBS01000039.1	889286	891784	+	2499	759
gene-LtaPh_2823800	BLBS01000039.1	893022	894959	+	1938	610
gene-LtaPh_2823900	BLBS01000039.1	896097	897314	+	1218	399
gene-LtaPh_2824000	BLBS01000039.1	900514	903183	+	2670	839
gene-LtaPh_2824100	BLBS01000039.1	906951	909071	+	2121	690
gene-LtaPh_2824200	BLBS01000039.1	909873	910739	+	867	298
gene-LtaPh_2824300	BLBS01000039.1	912091	912825	+	735	278
gene-LtaPh_2824400	BLBS01000039.1	915308	916750	+	1443	482
gene-LtaPh_2824500	BLBS01000039.1	925274	927916	+	2643	817
gene-LtaPh_2824600	BLBS01000039.1	929316	933359	+	4044	1213
gene-LtaPh_2824700	BLBS01000039.1	934393	935397	+	1005	406
gene-LtaPh_2824800	BLBS01000039.1	936215	938434	+	2220	719
gene-LtaPh_2824900	BLBS01000039.1	938702	939049	-	348	173
gene-LtaPh_2825000	BLBS01000039.1	939906	941075	+	1170	460
gene-LtaPh_2825100	BLBS01000039.1	943732	945219	+	1488	511
gene-LtaPh_2825200	BLBS01000039.1	947771	949789	+	2019	651
gene-LtaPh_2825300	BLBS01000039.1	951258	951623	+	366	181
gene-LtaPh_2825401	BLBS01000039.1	953234	953407	+	174	139
gene-LtaPh_2825500	BLBS01000039.1	954557	955450	+	894	315
gene-LtaPh_2825601	BLBS01000039.1	956173	957072	+	900	319
gene-LtaPh_2825700	BLBS01000039.1	959257	960801	+	1545	495
gene-LtaPh_2825800	BLBS01000039.1	961753	962802	+	1050	370
gene-LtaPh_2825900	BLBS01000039.1	966682	968571	+	1890	616
gene-LtaPh_2825951	BLBS01000039.1	969339	969740	-	402	193
gene-LtaPh_2826000	BLBS01000039.1	971327	973252	+	1926	685
gene-LtaPh_2826100	BLBS01000039.1	973945	977964	+	4020	1199
gene-LtaPh_2826200	BLBS01000039.1	979282	983949	+	4668	1334
gene-LtaPh_2826251	BLBS01000039.1	984809	985210	-	402	209
gene-LtaPh_2826300	BLBS01000039.1	985494	988523	+	3030	1014
gene-LtaPh_2826321	BLBS01000039.1	989346	989777	+	432	201
gene-LtaPh_2826341	BLBS01000039.1	990753	991376	-	624	263
gene-LtaPh_2826361	BLBS01000039.1	990798	991229	+	432	212
gene-LtaPh_2826400	BLBS01000039.1	992252	992938	+	687	314
gene-LtaPh_2826500	BLBS01000039.1	993465	997073	+	3609	1142
gene-LtaPh_2826600	BLBS01000039.1	998649	1001072	+	2424	756
gene-LtaPh_2826700	BLBS01000039.1	1002483	1003745	+	1263	410
gene-LtaPh_2826800	BLBS01000039.1	1005063	1010342	+	5280	1661
gene-LtaPh_2826900	BLBS01000039.1	1011471	1014065	+	2595	775
gene-LtaPh_2827000	BLBS01000039.1	1015884	1017368	+	1485	450
gene-LtaPh_2827100	BLBS01000039.1	1019002	1021743	+	2742	889
gene-LtaPh_2827200	BLBS01000039.1	1023292	1023987	+	696	267
gene-LtaPh_2827300	BLBS01000039.1	1025390	1026313	+	924	337
gene-LtaPh_2827400	BLBS01000039.1	1027235	1028482	+	1248	395
gene-LtaPh_2827500	BLBS01000039.1	1029070	1030173	+	1104	371
gene-LtaPh_2827600	BLBS01000039.1	1030889	1032124	-	1236	449
gene-LtaPh_2827700	BLBS01000039.1	1032653	1033759	-	1107	374
gene-LtaPh_2827800	BLBS01000039.1	1034216	1034725	-	510	214
gene-LtaPh_2827900	BLBS01000039.1	1035246	1037039	-	1794	617
gene-LtaPh_2827921	BLBS01000039.1	1038052	1039362	+	1311	533
gene-LtaPh_2827941	BLBS01000039.1	1038082	1039314	-	1233	520
gene-LtaPh_2827961	BLBS01000039.1	1041266	1042660	+	1395	410
gene-LtaPh_2827981	BLBS01000039.1	1041296	1042618	-	1323	397
gene-LtaPh_2828000	BLBS01000039.1	1042929	1045412	-	2484	737
gene-LtaPh_2828011	BLBS01000039.1	1047417	1049390	-	1974	605
gene-LtaPh_2828021	BLBS01000039.1	1047829	1049454	+	1626	519
gene-LtaPh_2828031	BLBS01000039.1	1050824	1053460	+	2637	662
gene-LtaPh_2828041	BLBS01000039.1	1050875	1052848	-	1974	515
gene-LtaPh_2828051	BLBS01000039.1	1051287	1052912	+	1626	482
gene-LtaPh_2828061	BLBS01000039.1	1054292	1056670	+	2379	828
gene-LtaPh_2828071	BLBS01000039.1	1054343	1056316	-	1974	691
gene-LtaPh_2828081	BLBS01000039.1	1054755	1056380	+	1626	644
gene-LtaPh_2828091	BLBS01000039.1	1057739	1059898	+	2160	644
gene-LtaPh_2828101	BLBS01000039.1	1057790	1059763	-	1974	625
gene-LtaPh_2828111	BLBS01000039.1	1058202	1059827	+	1626	528
gene-LtaPh_2828121	BLBS01000039.1	1061150	1063237	+	2088	498
gene-LtaPh_2828131	BLBS01000039.1	1061201	1063174	-	1974	493
gene-LtaPh_2828141	BLBS01000039.1	1061613	1063247	+	1635	418
gene-LtaPh_2828151	BLBS01000039.1	1064590	1066968	+	2379	675
gene-LtaPh_2828161	BLBS01000039.1	1064641	1066614	-	1974	582
gene-LtaPh_2828171	BLBS01000039.1	1065053	1066678	+	1626	496
gene-LtaPh_2828181	BLBS01000039.1	1068027	1070414	+	2388	895
gene-LtaPh_2828191	BLBS01000039.1	1068078	1070051	-	1974	746
gene-LtaPh_2828201	BLBS01000039.1	1068490	1070115	+	1626	615
gene-LtaPh_2828211	BLBS01000039.1	1071472	1073979	+	2508	820
gene-LtaPh_2828221	BLBS01000039.1	1071523	1073496	-	1974	702
gene-LtaPh_2828231	BLBS01000039.1	1071935	1073560	+	1626	556
gene-LtaPh_2828241	BLBS01000039.1	1074929	1077409	+	2481	654
gene-LtaPh_2828251	BLBS01000039.1	1074980	1076953	-	1974	561
gene-LtaPh_2828261	BLBS01000039.1	1075392	1077017	+	1626	508
gene-LtaPh_2828200	BLBS01000039.1	1079811	1081370	-	1560	436
gene-LtaPh_2828300	BLBS01000039.1	1082077	1082961	-	885	303
gene-LtaPh_2828400	BLBS01000039.1	1083630	1085624	-	1995	553
gene-LtaPh_2828500	BLBS01000039.1	1087108	1090134	-	3027	885
gene-LtaPh_2828600	BLBS01000039.1	1090634	1092169	-	1536	455
gene-LtaPh_2828700	BLBS01000039.1	1092906	1094297	-	1392	435
gene-LtaPh_2828800	BLBS01000039.1	1096027	1096998	-	972	314
gene-LtaPh_2828900	BLBS01000039.1	1097714	1098841	-	1128	280
gene-LtaPh_2829000	BLBS01000039.1	1099749	1112429	-	12681	3133
gene-LtaPh_2829100	BLBS01000039.1	1114163	1115320	-	1158	396
gene-LtaPh_2829200	BLBS01000039.1	1116958	1118553	-	1596	425
gene-LtaPh_2829300	BLBS01000039.1	1121127	1122503	-	1377	395
gene-LtaPh_2829400	BLBS01000039.1	1124843	1125385	-	543	222
gene-LtaPh_2829500	BLBS01000039.1	1126506	1128710	-	2205	585
gene-LtaPh_2829600	BLBS01000039.1	1129931	1130257	-	327	148
gene-LtaPh_2829700	BLBS01000039.1	1133137	1134135	-	999	305
gene-LtaPh_2829800	BLBS01000039.1	1135831	1136799	-	969	280
gene-LtaPh_2829900	BLBS01000039.1	1140137	1140499	-	363	141
gene-LtaPh_2830000	BLBS01000039.1	1141377	1141886	-	510	205
gene-LtaPh_2830100	BLBS01000039.1	1142705	1143412	-	708	205
gene-LtaPh_2830200	BLBS01000039.1	1144123	1145301	-	1179	363
gene-LtaPh_2830300	BLBS01000039.1	1146011	1146457	-	447	161
gene-LtaPh_2830351	BLBS01000039.1	1150098	1150688	-	591	195
gene-LtaPh_2900100	BLBS01000040.1	1038	1928	-	891	521
gene-LtaPh_2900200	BLBS01000040.1	4192	7329	-	3138	1701
gene-LtaPh_2900300	BLBS01000040.1	8689	10092	-	1404	753
gene-LtaPh_2900400	BLBS01000040.1	11060	11911	-	852	580
gene-LtaPh_2900500	BLBS01000040.1	13213	15228	-	2016	1042
gene-LtaPh_2900600	BLBS01000040.1	16045	17448	-	1404	714
gene-LtaPh_2900700	BLBS01000040.1	18635	19399	-	765	446
gene-LtaPh_2900800	BLBS01000040.1	20279	20539	-	261	273
gene-LtaPh_2900900	BLBS01000040.1	21161	21721	-	561	457
gene-LtaPh_2901000	BLBS01000040.1	23838	25448	-	1611	792
gene-LtaPh_2901100	BLBS01000040.1	26889	32990	-	6102	2620
gene-LtaPh_2901200	BLBS01000040.1	37799	40528	-	2730	1345
gene-LtaPh_2901300	BLBS01000040.1	41758	44463	-	2706	1353
gene-LtaPh_2901400	BLBS01000040.1	45213	46226	-	1014	599
gene-LtaPh_2901500	BLBS01000040.1	47581	49659	-	2079	1037
gene-LtaPh_2901600	BLBS01000040.1	50502	52193	-	1692	832
gene-LtaPh_2901700	BLBS01000040.1	56431	56841	-	411	332
gene-LtaPh_2901800	BLBS01000040.1	57531	59132	-	1602	811
gene-LtaPh_2901900	BLBS01000040.1	60289	63354	-	3066	1482
gene-LtaPh_2902000	BLBS01000040.1	64561	69300	-	4740	2289
gene-LtaPh_2902100	BLBS01000040.1	70512	71315	-	804	508
gene-LtaPh_2902200	BLBS01000040.1	72612	75533	-	2922	1381
gene-LtaPh_2902300	BLBS01000040.1	76506	77486	-	981	669
gene-LtaPh_2902400	BLBS01000040.1	78386	79999	-	1614	914
gene-LtaPh_2902500	BLBS01000040.1	80902	81075	+	174	268
gene-LtaPh_2902600	BLBS01000040.1	83645	84853	-	1209	789
gene-LtaPh_2902700	BLBS01000040.1	85355	87088	-	1734	922
gene-LtaPh_2902800	BLBS01000040.1	88139	88876	-	738	469
gene-LtaPh_2902831	BLBS01000040.1	88155	88859	+	705	457
gene-LtaPh_2902861	BLBS01000040.1	90143	90316	+	174	260
gene-LtaPh_2902900	BLBS01000040.1	91999	93474	-	1476	833
gene-LtaPh_2903000	BLBS01000040.1	94715	95926	-	1212	824
gene-LtaPh_2903100	BLBS01000040.1	97181	98188	-	1008	640
gene-LtaPh_2903151	BLBS01000040.1	98644	98817	+	174	229
gene-LtaPh_2903200	BLBS01000040.1	101445	101816	-	372	306
gene-LtaPh_2903301	BLBS01000040.1	101473	101994	+	522	378
gene-LtaPh_2903400	BLBS01000040.1	105802	106392	-	591	468
gene-LtaPh_2903500	BLBS01000040.1	107455	108741	-	1287	739
gene-LtaPh_2903600	BLBS01000040.1	110364	114368	-	4005	2137
gene-LtaPh_2903700	BLBS01000040.1	115333	115857	-	525	486
gene-LtaPh_2903800	BLBS01000040.1	119227	123882	-	4656	2717
gene-LtaPh_2903900	BLBS01000040.1	125498	128434	-	2937	1657
gene-LtaPh_2904000	BLBS01000040.1	130012	130794	-	783	612
gene-LtaPh_2904100	BLBS01000040.1	131576	132079	-	504	465
gene-LtaPh_2904200	BLBS01000040.1	132634	134580	-	1947	1165
gene-LtaPh_2904300	BLBS01000040.1	135465	136697	-	1233	751
gene-LtaPh_2904451	BLBS01000040.1	137737	139431	-	1695	990
gene-LtaPh_2904600	BLBS01000040.1	146690	148639	-	1950	1279
gene-LtaPh_2904700	BLBS01000040.1	152005	154068	-	2064	1378
gene-LtaPh_2904800	BLBS01000040.1	157937	159283	-	1347	814
gene-LtaPh_2904900	BLBS01000040.1	160939	161895	-	957	775
gene-LtaPh_2905000	BLBS01000040.1	163383	164477	-	1095	731
gene-LtaPh_2905100	BLBS01000040.1	170361	173984	-	3624	2116
gene-LtaPh_2911000	BLBS01000040.1	180716	181135	-	420	394
gene-LtaPh_2908201	BLBS01000040.1	181841	182539	-	699	552
gene-LtaPh_2905400	BLBS01000040.1	184526	190714	-	6189	3371
gene-LtaPh_2905500	BLBS01000040.1	194035	195546	-	1512	923
gene-LtaPh_2905600	BLBS01000040.1	196485	199751	-	3267	1765
gene-LtaPh_2905700	BLBS01000040.1	200905	201231	-	327	277
gene-LtaPh_2905800	BLBS01000040.1	203028	204218	-	1191	719
gene-LtaPh_2905900	BLBS01000040.1	205071	207590	-	2520	1526
gene-LtaPh_2906000	BLBS01000040.1	208811	210259	-	1449	1064
gene-LtaPh_2906100	BLBS01000040.1	211108	214431	-	3324	2092
gene-LtaPh_2906200	BLBS01000040.1	215340	217076	-	1737	1105
gene-LtaPh_2906300	BLBS01000040.1	218528	220447	-	1920	1205
gene-LtaPh_2906400	BLBS01000040.1	222814	228417	-	5604	3025
gene-LtaPh_2906500	BLBS01000040.1	233572	233991	-	420	451
gene-LtaPh_2906600	BLBS01000040.1	234705	235499	-	795	637
gene-LtaPh_2906700	BLBS01000040.1	236446	238623	-	2178	1161
gene-LtaPh_2906800	BLBS01000040.1	241879	242283	-	405	415
gene-LtaPh_2906851	BLBS01000040.1	241954	242280	+	327	375
gene-LtaPh_2906900	BLBS01000040.1	243390	243806	-	417	408
gene-LtaPh_2907000	BLBS01000040.1	244476	246794	-	2319	1555
gene-LtaPh_2907100	BLBS01000040.1	247446	248282	-	837	687
gene-LtaPh_2907200	BLBS01000040.1	249809	251896	-	2088	1352
gene-LtaPh_2907300	BLBS01000040.1	252867	255434	-	2568	1487
gene-LtaPh_2907400	BLBS01000040.1	256609	257691	-	1083	769
gene-LtaPh_2907500	BLBS01000040.1	259725	260402	-	678	531
gene-LtaPh_2907700	BLBS01000040.1	261767	262888	-	1122	772
gene-LtaPh_2907800	BLBS01000040.1	264282	265028	-	747	666
gene-LtaPh_2907900	BLBS01000040.1	266287	267492	-	1206	864
gene-LtaPh_2908000	BLBS01000040.1	270207	272576	-	2370	1179
gene-LtaPh_2908100	BLBS01000040.1	273652	274239	-	588	514
gene-LtaPh_2908200	BLBS01000040.1	277648	279450	-	1803	1091
gene-LtaPh_2908300	BLBS01000040.1	281423	286210	-	4788	2758
gene-LtaPh_2908500	BLBS01000040.1	290862	292658	-	1797	1112
gene-LtaPh_2908600	BLBS01000040.1	293621	295471	-	1851	1189
gene-LtaPh_2908700	BLBS01000040.1	299458	300477	-	1020	652
gene-LtaPh_2908800	BLBS01000040.1	301770	303296	-	1527	997
gene-LtaPh_2908900	BLBS01000040.1	304596	305573	-	978	598
gene-LtaPh_2909000	BLBS01000040.1	308119	309027	-	909	607
gene-LtaPh_2909100	BLBS01000040.1	312923	314953	-	2031	592
gene-LtaPh_2909151	BLBS01000040.1	315440	315778	+	339	161
gene-LtaPh_2909200	BLBS01000040.1	315462	315806	-	345	170
gene-LtaPh_2909300	BLBS01000040.1	316774	318153	-	1380	381
gene-LtaPh_2909400	BLBS01000040.1	320307	320813	-	507	196
gene-LtaPh_2909500	BLBS01000040.1	323205	323726	-	522	248
gene-LtaPh_2909600	BLBS01000040.1	326868	328343	-	1476	491
gene-LtaPh_2909700	BLBS01000040.1	328931	329605	-	675	204
gene-LtaPh_2909751	BLBS01000040.1	328973	329545	+	573	186
gene-LtaPh_2909800	BLBS01000040.1	329923	330948	-	1026	297
gene-LtaPh_2909811	BLBS01000041.1	1	477	-	477	106
gene-LtaPh_2909821	BLBS01000041.1	4075	5586	-	1512	455
gene-LtaPh_2909831	BLBS01000041.1	6161	7171	-	1011	312
gene-LtaPh_2909841	BLBS01000041.1	7602	8957	-	1356	430
gene-LtaPh_2909851	BLBS01000041.1	9311	10660	-	1350	424
gene-LtaPh_2909861	BLBS01000041.1	16919	17944	+	1026	323
gene-LtaPh_2909871	BLBS01000041.1	18262	18936	+	675	201
gene-LtaPh_2909881	BLBS01000041.1	18322	18894	-	573	176
gene-LtaPh_2909891	BLBS01000041.1	19524	20999	+	1476	432
gene-LtaPh_2909901	BLBS01000041.1	24142	24663	+	522	257
gene-LtaPh_2909911	BLBS01000041.1	27055	27561	+	507	183
gene-LtaPh_2909921	BLBS01000041.1	29715	31094	+	1380	427
gene-LtaPh_2909931	BLBS01000041.1	32062	32406	+	345	201
gene-LtaPh_2909941	BLBS01000041.1	32090	32428	-	339	196
gene-LtaPh_2909951	BLBS01000041.1	32915	34945	+	2031	567
gene-LtaPh_2910000	BLBS01000041.1	41243	42592	+	1350	374
gene-LtaPh_2910100	BLBS01000041.1	42946	44301	+	1356	404
gene-LtaPh_2910200	BLBS01000041.1	44732	45742	+	1011	326
gene-LtaPh_2910300	BLBS01000041.1	46317	47828	+	1512	516
gene-LtaPh_2910400	BLBS01000041.1	51426	51992	+	567	311
gene-LtaPh_2910500	BLBS01000041.1	52544	53071	+	528	401
gene-LtaPh_2910600	BLBS01000041.1	54388	56661	+	2274	1351
gene-LtaPh_2910700	BLBS01000041.1	59092	60810	+	1719	1129
gene-LtaPh_2910800	BLBS01000041.1	63181	64536	+	1356	937
gene-LtaPh_2911200	BLBS01000041.1	67845	73037	+	5193	2948
gene-LtaPh_2911300	BLBS01000041.1	75219	76874	+	1656	1048
gene-LtaPh_2911800	BLBS01000041.1	77847	80843	+	2997	1766
gene-LtaPh_2911900	BLBS01000041.1	82978	84858	+	1881	1119
gene-LtaPh_2912000	BLBS01000041.1	91265	92317	+	1053	780
gene-LtaPh_2912100	BLBS01000041.1	95742	96320	+	579	492
gene-LtaPh_2912200	BLBS01000041.1	97424	98017	+	594	486
gene-LtaPh_2912300	BLBS01000041.1	99847	105501	+	5655	3127
gene-LtaPh_2912400	BLBS01000041.1	107512	110412	+	2901	1606
gene-LtaPh_2912500	BLBS01000041.1	112377	115571	+	3195	1671
gene-LtaPh_2520800	BLBS01000041.1	116521	117804	+	1284	715
gene-LtaPh_2912521	BLBS01000041.1	118652	119935	+	1284	828
gene-LtaPh_2912541	BLBS01000041.1	120783	122066	+	1284	878
gene-LtaPh_2912561	BLBS01000041.1	122919	124202	+	1284	734
gene-LtaPh_2912600	BLBS01000041.1	125345	126427	+	1083	622
gene-LtaPh_2912700	BLBS01000041.1	128627	130501	+	1875	1205
gene-LtaPh_2912800	BLBS01000041.1	137858	141058	+	3201	2036
gene-LtaPh_2912900	BLBS01000041.1	144954	146057	+	1104	673
gene-LtaPh_2913000	BLBS01000041.1	149385	150044	+	660	564
gene-LtaPh_2913100	BLBS01000041.1	153955	154404	+	450	342
gene-LtaPh_2913200	BLBS01000041.1	155814	156254	+	441	382
gene-LtaPh_2913300	BLBS01000041.1	157474	158568	+	1095	657
gene-LtaPh_2913400	BLBS01000041.1	161477	168901	+	7425	3934
gene-LtaPh_2913500	BLBS01000041.1	170077	171870	+	1794	1011
gene-LtaPh_2913600	BLBS01000041.1	173386	175197	+	1812	1017
gene-LtaPh_2913700	BLBS01000041.1	176035	177174	+	1140	737
gene-LtaPh_2913800	BLBS01000041.1	177879	179315	+	1437	941
gene-LtaPh_2913900	BLBS01000041.1	180418	186948	+	6531	3419
gene-LtaPh_2914000	BLBS01000041.1	188303	190663	+	2361	1309
gene-LtaPh_2914100	BLBS01000041.1	192471	197864	+	5394	2826
gene-LtaPh_2914200	BLBS01000041.1	199224	204383	+	5160	2872
gene-LtaPh_2914300	BLBS01000041.1	206054	208153	+	2100	1211
gene-LtaPh_2914401	BLBS01000041.1	211561	217278	+	5718	3114
gene-LtaPh_2914501	BLBS01000041.1	218152	218508	+	357	331
gene-LtaPh_2914600	BLBS01000041.1	219599	220675	+	1077	607
gene-LtaPh_2914700	BLBS01000041.1	223438	225324	+	1887	1097
gene-LtaPh_2914800	BLBS01000041.1	229105	230454	+	1350	856
gene-LtaPh_2914900	BLBS01000041.1	231958	233661	+	1704	1138
gene-LtaPh_2914951	BLBS01000041.1	238766	239635	-	870	599
gene-LtaPh_2915000	BLBS01000041.1	238925	239602	+	678	512
gene-LtaPh_2915100	BLBS01000041.1	263314	266091	+	2778	1544
gene-LtaPh_2915200	BLBS01000041.1	278950	280941	+	1992	1196
gene-LtaPh_2915300	BLBS01000041.1	300293	304660	+	4368	2315
gene-LtaPh_2915351	BLBS01000041.1	300998	301375	-	378	432
gene-LtaPh_2915400	BLBS01000041.1	307537	309504	+	1968	1089
gene-LtaPh_2915500	BLBS01000041.1	312199	314478	+	2280	1367
gene-LtaPh_2915600	BLBS01000041.1	325563	326534	+	972	561
gene-LtaPh_2915700	BLBS01000041.1	328818	332597	+	3780	1970
gene-LtaPh_2915900	BLBS01000041.1	337044	337541	-	498	442
gene-LtaPh_2915800	BLBS01000041.1	338230	339846	-	1617	1026
gene-LtaPh_2916000	BLBS01000041.1	344553	349520	-	4968	2793
gene-LtaPh_2916101	BLBS01000041.1	354140	358276	-	4137	2249
gene-LtaPh_2916200	BLBS01000041.1	360661	362790	-	2130	1274
gene-LtaPh_2916300	BLBS01000041.1	363751	364680	-	930	571
gene-LtaPh_2916400	BLBS01000041.1	366939	370640	-	3702	1799
gene-LtaPh_2916431	BLBS01000041.1	374566	377202	-	2637	760
gene-LtaPh_2916461	BLBS01000041.1	380351	382984	-	2634	726
gene-LtaPh_2916500	BLBS01000041.1	386131	388740	-	2610	739
gene-LtaPh_2916600	BLBS01000041.1	395281	397221	-	1941	1066
gene-LtaPh_2916700	BLBS01000041.1	400680	402812	-	2133	1240
gene-LtaPh_2916800	BLBS01000041.1	404577	405275	-	699	506
gene-LtaPh_2916900	BLBS01000041.1	406065	408704	-	2640	1511
gene-LtaPh_2917000	BLBS01000041.1	409739	412078	-	2340	1414
gene-LtaPh_2917100	BLBS01000041.1	414130	415335	-	1206	732
gene-LtaPh_2917200	BLBS01000041.1	416181	418070	-	1890	1115
gene-LtaPh_2917300	BLBS01000041.1	419387	420580	-	1194	693
gene-LtaPh_2917400	BLBS01000041.1	421194	421565	-	372	360
gene-LtaPh_2917500	BLBS01000041.1	422511	425591	-	3081	1695
gene-LtaPh_2917600	BLBS01000041.1	429449	431491	-	2043	1088
gene-LtaPh_2917700	BLBS01000041.1	432916	434046	-	1131	770
gene-LtaPh_2917800	BLBS01000041.1	436454	443071	-	6618	3423
gene-LtaPh_2917900	BLBS01000041.1	444477	448145	-	3669	1996
gene-LtaPh_2918000	BLBS01000041.1	452008	453396	-	1389	886
gene-LtaPh_2918100	BLBS01000041.1	457372	458727	-	1356	1432
gene-LtaPh_2918200	BLBS01000041.1	461975	462784	-	810	846
gene-LtaPh_2918300	BLBS01000041.1	467412	468611	-	1200	719
gene-LtaPh_2918400	BLBS01000041.1	470309	473971	-	3663	1881
gene-LtaPh_2918500	BLBS01000041.1	475186	478470	-	3285	1696
gene-LtaPh_2918531	BLBS01000041.1	479442	479669	+	228	265
gene-LtaPh_2918561	BLBS01000041.1	480864	481580	-	717	494
gene-LtaPh_2918591	BLBS01000041.1	480935	481333	-	399	355
gene-LtaPh_2918621	BLBS01000041.1	480996	481223	+	228	293
gene-LtaPh_2918651	BLBS01000041.1	481835	482374	+	540	317
gene-LtaPh_2918681	BLBS01000041.1	481989	482216	+	228	227
gene-LtaPh_2918711	BLBS01000041.1	484411	486357	-	1947	746
gene-LtaPh_2918741	BLBS01000041.1	488340	490286	-	1947	815
gene-LtaPh_2918800	BLBS01000041.1	492271	494058	-	1788	746
gene-LtaPh_2918900	BLBS01000041.1	495291	496412	-	1122	755
gene-LtaPh_2919000	BLBS01000041.1	497265	500783	-	3519	1901
gene-LtaPh_2919100	BLBS01000041.1	502511	502903	-	393	382
gene-LtaPh_2919200	BLBS01000041.1	505387	507249	-	1863	1031
gene-LtaPh_2919300	BLBS01000041.1	507897	509318	-	1422	792
gene-LtaPh_2919400	BLBS01000041.1	509983	511509	-	1527	871
gene-LtaPh_2919500	BLBS01000041.1	512536	512643	-	108	179
gene-LtaPh_2919700	BLBS01000041.1	513248	514246	-	999	622
gene-LtaPh_2919800	BLBS01000041.1	515199	516041	-	843	542
gene-LtaPh_2919900	BLBS01000041.1	516543	518240	-	1698	993
gene-LtaPh_2920000	BLBS01000041.1	520328	520654	-	327	339
gene-LtaPh_2920100	BLBS01000041.1	522010	525174	-	3165	1831
gene-LtaPh_2920200	BLBS01000041.1	526725	527918	-	1194	813
gene-LtaPh_2920300	BLBS01000041.1	528640	529983	-	1344	715
gene-LtaPh_2920400	BLBS01000041.1	531161	532540	-	1380	786
gene-LtaPh_2920500	BLBS01000041.1	533231	534058	-	828	582
